file,scenario,sentence
015438,lists,i finished my to do list
015439,lists,delete this list
015440,lists,delete this list
015441,lists,delete this list
015442,lists,delete this list
015443,lists,delete this list
015444,lists,delete this list
015445,lists,delete this list
015446,lists,delete this list
015447,lists,delete this list
015448,lists,delete this list
015449,lists,delete this list
015450,lists,name all lists
015451,lists,name all lists
015452,lists,name all lists
015453,lists,do i have an amazon list saved
015454,lists,i need to put together a todo list for work
015455,lists,create a list
015456,lists,create a list
015457,lists,create a list
015458,lists,create a list
015459,lists,create a list
015460,lists,create a list
015461,lists,create a list
015462,lists,remove list of outgoing calls
015463,lists,remove list of outgoing calls
015464,lists,remove list of outgoing calls
015465,lists,put shoes on my list
015466,lists,add new songs to playlist
015467,lists,add new songs to playlist
015468,lists,add new songs to playlist
015469,lists,hey olly i need you to make a list of cricket players of indian team who played for the international team in two thousand and fourteen
015470,lists,is the new stephen king book on my list
015471,lists,remove cheese from my list
015472,lists,remove cheese from my list
015473,lists,can i know what i on the list
015474,lists,delete shopping list
015475,lists,please tell me what lists i have
015476,lists,please tell me what lists i have
015477,lists,my party list
015478,lists,provide the list
015479,lists,provide the list
015480,lists,refresh my list and tell me whats on it
015481,lists,i want to know could an extra item be added to my grocery list
015482,lists,i do have a to do list for today don't i
015483,lists,i do have a to do list for today don't i
015484,lists,i do have a to do list for today don't i
015485,lists,i do have a to do list for today don't i
015486,lists,whats on my list
015487,lists,whats on my list
015488,lists,whats on my list
015489,lists,whats on my list
015490,lists,whats on my list
015491,lists,please add item to list
015492,lists,please add item to list
015493,lists,please add item to list
015494,lists,show me my lists
015495,lists,show me my lists
015496,lists,show me my lists
015497,lists,show me my lists
015498,lists,show me my lists
015499,lists,show me my lists
015500,lists,show me my lists
015501,lists,show me my lists
015502,lists,show me my lists
015503,lists,show me my lists
015504,lists,show me my lists
015505,lists,show me my lists
015506,lists,show me my lists
015507,lists,show me my lists
015508,lists,remove list please
015509,lists,remove list please
015510,lists,delete the shopping list
015511,lists,delete the shopping list
015512,lists,delete the shopping list
015513,lists,can you create new list for me
015514,lists,did i add milk to the shopping list
015515,lists,please delete the shopping list
015516,lists,select the item
015517,lists,select the item
015518,lists,select the item
015519,lists,add item
015520,lists,add item
015521,lists,add item
015522,lists,my new health check up new list
015523,lists,what to do lists do i have
015524,lists,what to do lists do i have
015525,lists,please remove the grocery list from my set of lists
015526,lists,please remove the grocery list from my set of lists
015527,lists,java
015528,lists,what is on my list today
015529,lists,what is on my list today
015530,lists,what is on my list today
015531,lists,what is on my list today
015532,lists,what is on my list today
015533,lists,can you tell me what's on my shopping list
015534,lists,my list please
015535,lists,i don't need the shopping list delete it
015536,lists,read that list back to me please
015537,lists,delete the dog list for me
015538,lists,please tell me what's on the list
015539,lists,please tell me what's on the list
015540,lists,please tell me what's on the list
015541,lists,olly tell me what lists i currently have
015542,lists,i need oranges added to my grocery list
015543,lists,could you create a new list for me
015544,lists,give me the shopping list
015545,lists,give me the shopping list
015546,lists,what kind of lists do i have saved
015547,lists,what kind of lists do i have saved
015548,lists,what kind of lists do i have saved
015549,lists,what kind of lists do i have saved
015550,lists,open memos
015551,lists,my lists
015552,lists,my lists
015553,lists,what's on my list
015554,lists,what's on my list
015555,lists,what's on my list
015556,lists,what's on my list
015557,lists,what's on my list
015558,lists,what's on my list
015559,lists,what's on my list
015560,lists,what's on my list
015561,lists,what's on my list
015562,lists,what's on my list
015563,lists,what's on my list
015564,lists,what's on my list
015565,lists,what's on my list
015566,lists,what's on my list
015567,lists,can you delete my shopping list
015568,lists,can you delete my shopping list
015569,lists,i want to know the particulars in shopping list
015570,lists,i want to know the particulars in shopping list
015571,lists,tell me my list
015572,lists,tell me my list
015573,lists,open up a new list
015574,lists,open up a new list
015575,lists,put pizza on the list
015576,lists,put pizza on the list
015577,lists,what are all the lists i have available
015578,lists,start a new list for me
015579,lists,create a list for the following
015580,lists,create a list for the following
015581,lists,create a list for the following
015582,lists,provide what is there on the list
015583,lists,delete butterfly clips from my wish list
015584,lists,delete butterfly clips from my wish list
015585,lists,please remove tricep pull down from my workout list
015586,lists,please remove tricep pull down from my workout list
015587,lists,remove list
015588,lists,remove list
015589,lists,remove list
015590,lists,remove list
015591,lists,remove list
015592,lists,remove list
015593,lists,remove list
015594,lists,remove list
015595,lists,remove list
015596,lists,remove list
015597,lists,remove list
015598,lists,remove apple from list
015599,lists,i want you to create a list for me
015600,lists,i want you to create a list for me
015601,lists,read me my current grocery list
015602,lists,read me my current grocery list
015603,lists,read me my current grocery list
015604,lists,add butter to the list
015605,lists,add butter to the list
015606,lists,add butter to the list
015607,lists,get rid of this list
015608,lists,get rid of this list
015609,lists,get rid of this list
015610,lists,please remove this list
015611,lists,please remove this list
015612,lists,can you find my lists
015613,lists,can you find my lists
015614,lists,remove mother from my contact list
015615,lists,what are my tasks
015616,lists,what are my tasks
015617,lists,what are my tasks
015618,lists,what are my tasks
015619,lists,show the list
015620,lists,show the list
015621,lists,show the list
015622,lists,name off all the lists i own
015623,lists,what are the titles of the lists in contacts
015624,lists,could you please remove my card details from wallet
015625,lists,could you please remove my card details from wallet
015626,lists,could you please remove my card details from wallet
015627,lists,add oil change to my to do list
015628,lists,add oil change to my to do list
015629,lists,add oil change to my to do list
015630,lists,can you please update me on my lists
015631,lists,can you please update me on my lists
015632,lists,can you please update me on my lists
015633,lists,can you please update me on my lists
015634,lists,tell me all my lists
015635,lists,tell me all my lists
015636,lists,tell me all my lists
015637,lists,tell me all my lists
015638,lists,delete mike stein from contacts list
015639,lists,please remove sporty event from list
015640,lists,what to do today
015641,lists,the list contain what
015642,lists,create a new grocery list
015643,lists,do i have repair work today
015644,lists,forget this list
015645,lists,forget this list
015646,lists,remove from the playlist my old english songs list
015647,lists,remove from the playlist my old english songs list
015648,lists,make a new list of dog breeds
015649,lists,make a new list of dog breeds
015650,lists,remove my to do list
015651,lists,remove my to do list
015652,lists,alexa create a new list
015653,lists,new list please
015654,lists,new list please
015655,lists,new list please
015656,lists,what songs are on my favorite list
015657,lists,i have already given mark his gift today please remove him on my christmas gift list
015658,lists,do i have anything on my honey do list
015659,lists,do i have anything on my honey do list
015660,lists,how can i delete an item
015661,lists,how can i delete an item
015662,lists,how can i delete an item
015663,lists,how can i delete an item
015664,lists,make a things to do list
015665,lists,create vacation list
015666,lists,create vacation list
015667,lists,please start a new list
015668,lists,please start a new list
015669,lists,please start a new list
015670,lists,read out my list
015671,lists,read out my list
015672,lists,read out my list
015673,lists,can you create a new list in the playlist
015674,lists,can you create a new list in the playlist
015675,lists,can you create a new list in the playlist
015676,lists,can you create a new list in the playlist
015677,lists,can you create a new list in the playlist
015678,lists,can you create a new list in the playlist
015679,lists,delete recent list now
015680,lists,delete recent list now
015681,lists,delete recent list now
015682,lists,check out my to do list
015683,lists,check out my to do list
015684,lists,check out my to do list
015685,lists,check out my to do list
015686,lists,check out my to do list
015687,lists,buying clothes
015688,lists,what lists are open
015689,lists,which lists are present in the notes app
015690,lists,what are my lists so far
015691,lists,what are my lists so far
015692,lists,what are my lists so far
015693,lists,erase this list
015694,lists,erase this list
015695,lists,get me with new list
015696,lists,kill item
015697,lists,i want you to remove the item from the list
015698,lists,i want you to remove the item from the list
015699,lists,i want you to remove the item from the list
015700,lists,what are the names of the lists that i have created
015701,lists,what are the names of the lists that i have created
015702,lists,add a item
015703,lists,add a item
015704,lists,add a item
015705,lists,olly edit list
015706,lists,read out my list for today
015707,lists,read out my list for today
015708,lists,what's the next thing on my list of appointments
015709,lists,what's the next thing on my list of appointments
015710,lists,please start new list
015711,lists,please start new list
015712,lists,please tell me what's on my todo list for today
015713,lists,please tell me what's on my todo list for today
015714,lists,put this on my list
015715,lists,put this on my list
015716,lists,please delete my grocery list in entirety
015717,lists,please delete my grocery list in entirety
015718,lists,remove the milk from the shopping list
015719,lists,remove the milk from the shopping list
015720,lists,create a new list called grocery store please
015721,lists,i have report any of the pda's
015722,lists,erase previous list
015723,lists,trash the open list google
015724,lists,trash the open list google
015725,lists,trash the open list google
015726,lists,please find all name start with alphabetic of g and create a list
015727,lists,get rid of the last list
015728,lists,add this one also
015729,lists,add this one also
015730,lists,open my notes
015731,lists,open my notes
015732,lists,check the notes app and give me details of all the lists
015733,lists,check the notes app and give me details of all the lists
015734,lists,lists i have
015735,lists,lists i have
015736,lists,i want you to delete my shopping list from last month
015737,lists,i want you to delete my shopping list from last month
015738,lists,i want you to delete my shopping list from last month
015739,lists,i want you to delete my shopping list from last month
015740,lists,hey can you delete the list of things i needed to get from the store
015741,lists,hey can you delete the list of things i needed to get from the store
015742,lists,what is available in your stock of lists
015743,lists,what is available in your stock of lists
015744,lists,erase the chore list
015745,lists,erase the chore list
015746,lists,i'd like to delete the middle list
015747,lists,i'd like to delete the middle list
015748,lists,whats the schedule for today
015749,lists,whats the schedule for today
015750,lists,remove icecream from grocery
015751,lists,remove icecream from grocery
015752,lists,remove icecream from grocery
015753,lists,list lists
015754,lists,delete all read sms from sms list
015755,lists,delete all read sms from sms list
015756,lists,please create a new list
015757,lists,please create a new list
015758,lists,please create a new list
015759,lists,please create a new list
015760,lists,please create a new list
015761,lists,please create a new list
015762,lists,please create a new list
015763,lists,please create a new list
015764,lists,read my lists to me
015765,lists,remove lunch with co workers on thursday
015766,lists,what are the jobs to be done today
015767,lists,what are the jobs to be done today
015768,lists,describe your list
015769,lists,this item should be added to the list
015770,lists,this item should be added to the list
015771,lists,this item should be added to the list
015772,lists,this item should be added to the list
015773,lists,to do list
015774,lists,to do list
015775,lists,tell me something interesting on the message list
015776,lists,tell me something interesting on the message list
015777,lists,tell me something interesting on the message list
015778,lists,add these documents to the things i need to travel with
015779,lists,what is on my list
015780,lists,what is on my list
015781,lists,what is on my list
015782,lists,what is on my list
015783,lists,add the song the new playlist
015784,lists,add the song the new playlist
015785,lists,add soup to my shopping list
015786,lists,add soup to my shopping list
015787,lists,what's on the list
015788,lists,i won't be getting an oil change for my car today
015789,lists,delete item four
015790,lists,delete item four
015791,lists,delete item four
015792,lists,delete item four
015793,lists,delete item four
015794,lists,list me the remainder of things left on the list
015795,lists,list me the remainder of things left on the list
015796,lists,what are the list of things i need to buy today
015797,lists,add a tab to the shopping list
015798,lists,add a tab to the shopping list
015799,lists,add a tab to the shopping list
015800,audio,turn up
015801,audio,turn up
015802,audio,turn up
015803,audio,silent mode on for the next three hours
015804,audio,silent mode on for the next three hours
015805,audio,silent mode on for the next three hours
015806,audio,silent mode on for the next three hours
015807,audio,pause the music
015808,audio,pause the music
015809,audio,pause the music
015810,audio,turn off the sound
015811,audio,turn off the sound
015812,audio,the music volume should increase to ninety
015813,audio,the music volume should increase to ninety
015814,audio,the music volume should increase to ninety
015815,audio,the music volume should increase to ninety
015816,audio,the music volume should increase to ninety
015817,audio,raise volume to level seven on music player
015818,audio,turn down media volume
015819,audio,turn down media volume
015820,audio,sound off please
015821,audio,sound off please
015822,audio,sound off please
015823,audio,sound off please
015824,audio,move the volume up a little
015825,audio,move the volume up a little
015826,audio,move the volume up a little
015827,audio,unmute my sound
015828,audio,unmute my sound
015829,audio,lower the volume to twenty
015830,audio,lower the volume to twenty
015831,audio,don't speak for a while
015832,audio,don't speak for a while
015833,audio,don't speak for a while
015834,audio,mute the sound
015835,audio,mute the sound
015836,audio,mute the sound
015837,audio,mute the sound
015838,audio,can you speak a little louder
015839,audio,can you speak a little louder
015840,audio,can you speak a little louder
015841,audio,can you speak a little louder
015842,audio,i want to mute the speaker
015843,audio,olly louder
015844,audio,raise the volume to fifty
015845,audio,raise the volume to fifty
015846,audio,low the volume
015847,audio,low the volume
015848,audio,low the volume
015849,audio,increase the volume to fifty
015850,audio,increase the volume to fifty
015851,audio,increase the volume to fifty
015852,audio,increase the volume to fifty
015853,audio,increase the volume to fifty
015854,audio,increase the volume to fifty
015855,audio,increase the volume to fifty
015856,audio,increase the volume to fifty
015857,audio,set mute for twenty minutes
015858,audio,set mute for twenty minutes
015859,audio,please mute the volume control
015860,audio,i want to slow down my speaker
015861,audio,i want to slow down my speaker
015862,audio,i want to slow down my speaker
015863,audio,i want to slow down my speaker
015864,audio,turn the volume down
015865,audio,turn the volume down
015866,audio,turn the volume down
015867,audio,turn the volume down
015868,audio,please stop for a bit
015869,audio,please stop for a bit
015870,audio,could you change the volume
015871,audio,could you change the volume
015872,audio,could you change the volume
015873,audio,will you please mute my speakers
015874,audio,will you please mute my speakers
015875,audio,will you please mute my speakers
015876,audio,will you please mute my speakers
015877,audio,will you please mute my speakers
015878,audio,will you please mute my speakers
015879,audio,will you please mute my speakers
015880,audio,could you please yell the answer out to me
015881,audio,could you please yell the answer out to me
015882,audio,unmute
015883,audio,unmute
015884,audio,unmute
015885,audio,unmute
015886,audio,stop making sounds for forty minutes
015887,audio,stop making sounds for forty minutes
015888,audio,stop making sounds for forty minutes
015889,audio,stop making sounds for forty minutes
015890,audio,turn up the volume
015891,audio,turn up the volume
015892,audio,turn up the volume
015893,audio,turn up the volume
015894,audio,turn up the volume
015895,audio,turn up the volume
015896,audio,turn up the volume
015897,audio,turn up the volume
015898,audio,turn up the volume
015899,audio,turn up the volume
015900,audio,turn up the volume
015901,audio,turn up the volume
015902,audio,turn up the volume
015903,audio,turn up the volume
015904,audio,give a pleasant sound
015905,audio,get louder
015906,audio,get louder
015907,audio,get louder
015908,audio,get louder
015909,audio,turn up media volume
015910,audio,turn up media volume
015911,audio,mute the volume
015912,audio,mute the volume
015913,audio,mute the volume
015914,audio,mute the volume
015915,audio,turn off media volume
015916,audio,turn off media volume
015917,audio,turn down volume twenty percent
015918,audio,turn down volume twenty percent
015919,audio,turn down volume twenty percent
015920,audio,turn down volume twenty percent
015921,audio,turn down volume twenty percent
015922,audio,make the volume to zero
015923,audio,speak louder
015924,audio,speak louder
015925,audio,speak louder
015926,audio,speak louder
015927,audio,speak louder
015928,audio,speak louder
015929,audio,speak louder
015930,audio,speak louder
015931,audio,speak louder
015932,audio,turn up volume
015933,audio,turn up volume
015934,audio,turn up volume
015935,audio,turn up volume
015936,audio,raise the volume of the speakers to fifty five percent
015937,audio,raise the volume of the speakers to fifty five percent
015938,audio,raise the volume of the speakers to fifty five percent
015939,audio,raise the volume of the speakers to fifty five percent
015940,audio,raise the volume of the speakers to fifty five percent
015941,audio,raise the volume of the speakers to fifty five percent
015942,audio,mute audio
015943,audio,mute audio
015944,audio,the volume of the music playing now should be raised
015945,audio,please be quiet for the next two hours
015946,audio,lower the volume please
015947,audio,lower the volume please
015948,audio,lower the volume please
015949,audio,lower the volume please
015950,audio,lower the volume please
015951,audio,quiet please
015952,audio,quiet please
015953,audio,quiet please
015954,audio,quiet please
015955,audio,go silent until three pm
015956,audio,go silent until three pm
015957,audio,go silent until three pm
015958,audio,go silent until three pm
015959,audio,go silent until three pm
015960,audio,comfortably adjust sound
015961,audio,comfortably adjust sound
015962,audio,comfortably adjust sound
015963,audio,mute speaker
015964,audio,mute speaker
015965,audio,mute speaker
015966,audio,change the speaker volume to sixty five percent
015967,audio,change the speaker volume to sixty five percent
015968,audio,please lower the speaker volume
015969,audio,could you speak a little more softly
015970,audio,could you speak a little more softly
015971,audio,could you speak a little more softly
015972,audio,turn down the volume
015973,audio,turn down the volume
015974,audio,turn down the volume
015975,audio,turn down the volume
015976,audio,turn down the volume
015977,audio,turn down the volume
015978,audio,turn down the volume
015979,audio,turn down the volume
015980,audio,turn down the volume
015981,audio,set mute mode for one hour
015982,audio,set mute mode for one hour
015983,audio,set mute mode for one hour
015984,audio,set mute mode for one hour
015985,audio,i dont want sound
015986,audio,i dont want sound
015987,audio,i dont want sound
015988,audio,i dont want sound
015989,audio,i dont want sound
015990,audio,i dont want sound
015991,audio,olly pause for ten seconds
015992,audio,olly pause for ten seconds
015993,audio,olly pause for ten seconds
015994,audio,olly pause for ten seconds
015995,audio,olly pause for ten seconds
015996,audio,increase the volume to max please
015997,audio,increase the volume to max please
015998,audio,increase the volume to max please
015999,audio,increase the volume to max please
016000,audio,increase the volume to max please
016001,audio,cut off noise
016002,audio,make sound louder
016003,audio,make sound louder
016004,audio,make sound louder
016005,audio,olly no notifications for five minutes
016006,audio,decrease volume to very soft
016007,audio,decrease volume to very soft
016008,audio,decrease volume to very soft
016009,audio,decrease volume to very soft
016010,audio,decrease volume to very soft
016011,audio,turn down volume
016012,audio,turn down volume
016013,audio,turn down volume
016014,audio,please be silent until i tell you not to be
016015,audio,please be silent until i tell you not to be
016016,audio,please be silent until i tell you not to be
016017,audio,please be silent until i tell you not to be
016018,audio,please be silent until i tell you not to be
016019,audio,stop
016020,audio,stop
016021,audio,stop
016022,audio,stop
016023,audio,stop
016024,audio,stop
016025,audio,stop
016026,audio,stop
016027,audio,stop
016028,audio,stop
016029,audio,stop
016030,audio,stop
016031,audio,stop
016032,audio,stop
016033,audio,stop
016034,audio,stop
016035,audio,increase volume to fifty percent
016036,audio,mute sound on speakers please
016037,audio,mute sound on speakers please
016038,audio,mute sound on speakers please
016039,audio,mute sound on speakers please
016040,audio,mute sound on speakers please
016041,audio,set the average of the device
016042,audio,set the average of the device
016043,audio,set the average of the device
016044,audio,set the average of the device
016045,audio,set the average of the device
016046,audio,mute speakers please
016047,audio,mute speakers please
016048,audio,i would like to mute the speakers please
016049,audio,i would like to mute the speakers please
016050,audio,i would like to mute the speakers please
016051,audio,olly please speak up
016052,audio,silent mode
016053,audio,silent mode
016054,audio,silent mode
016055,audio,silent mode
016056,audio,silent mode
016057,audio,silent mode
016058,audio,silent mode
016059,audio,silent mode
016060,audio,please lower the volume
016061,audio,please lower the volume
016062,audio,please lower the volume
016063,audio,please lower the volume
016064,audio,please lower the volume
016065,audio,could you speak up
016066,audio,please unmute yourself
016067,audio,please unmute yourself
016068,audio,please unmute yourself
016069,audio,please unmute yourself
016070,audio,please unmute yourself
016071,audio,speak as loud as you can
016072,audio,google please be extra quiet the baby is sleeping
016073,audio,google please be extra quiet the baby is sleeping
016074,audio,google please be extra quiet the baby is sleeping
016075,audio,i want volume on my speakers
016076,audio,i want volume on my speakers
016077,audio,i want volume on my speakers
016078,audio,i want volume on my speakers
016079,audio,can you set radio to mute
016080,audio,can you set radio to mute
016081,audio,can you set radio to mute
016082,audio,please mute the television for one hour
016083,audio,please mute the television for one hour
016084,audio,please mute the television for one hour
016085,audio,please mute the television for one hour
016086,audio,i need to mute the speaker
016087,audio,i need to mute the speaker
016088,audio,i need to mute the speaker
016089,audio,i need to mute the speaker
016090,audio,i need to mute the speaker
016091,audio,i need to mute the speaker
016092,audio,i need to mute the speaker
016093,audio,i need to mute the speaker
016094,audio,volume level
016095,audio,volume level
016096,audio,volume level
016097,audio,volume level
016098,audio,i need to hear sound on my speakers
016099,audio,i need to hear sound on my speakers
016100,audio,i need to hear sound on my speakers
016101,audio,i need to hear sound on my speakers
016102,audio,i need to hear sound on my speakers
016103,audio,olly quiet
016104,audio,olly quiet
016105,audio,olly quiet
016106,audio,olly quiet
016107,audio,olly quiet
016108,audio,go silent for a day
016109,audio,go silent for a day
016110,audio,go silent for a day
016111,audio,go silent for a day
016112,audio,no notifications for five minutes
016113,audio,no notifications for five minutes
016114,audio,no notifications for five minutes
016115,audio,no notifications for five minutes
016116,audio,no notifications for five minutes
016117,audio,volume down
016118,audio,volume down
016119,audio,volume down
016120,audio,volume down
016121,audio,volume down
016122,audio,volume down
016123,audio,i've got a meeting by tonight seven pm please mute the music for an hour
016124,audio,turn up the volume of my speakers
016125,audio,turn up the volume of my speakers
016126,audio,turn up the volume of my speakers
016127,audio,increase volume by one
016128,audio,olly speak loudly
016129,audio,olly speak loudly
016130,audio,olly speak loudly
016131,audio,mute enabled until i say so
016132,audio,mute enabled until i say so
016133,audio,mute enabled until i say so
016134,audio,mute enabled until i say so
016135,audio,up
016136,audio,up
016137,audio,up
016138,audio,silence please
016139,audio,silence please
016140,audio,silence please
016141,audio,silence please
016142,audio,silence please
016143,audio,volume louder softer
016144,audio,volume louder softer
016145,audio,volume louder softer
016146,audio,volume louder softer
016147,audio,talk quieter please
016148,audio,talk quieter please
016149,audio,change volume
016150,audio,change volume
016151,audio,change volume
016152,audio,change volume
016153,audio,change volume
016154,audio,change volume
016155,audio,change volume
016156,audio,change volume
016157,audio,change volume
016158,audio,change volume
016159,audio,change volume
016160,audio,change volume
016161,audio,give me the volume settings
016162,audio,give me the volume settings
016163,audio,give me the volume settings
016164,audio,give me the volume settings
016165,audio,increase the volume to seventy percent
016166,audio,increase the volume to seventy percent
016167,audio,increase the volume to seventy percent
016168,audio,increase the volume to seventy percent
016169,audio,speak louder please
016170,audio,speak louder please
016171,audio,speak louder please
016172,audio,speak louder please
016173,audio,it is too loud decrease the volume
016174,audio,it is too loud decrease the volume
016175,audio,it is too loud decrease the volume
016176,audio,please unmute the settings
016177,audio,please unmute the settings
016178,audio,please unmute the settings
016179,audio,decrease the volume to ten percent
016180,audio,decrease the volume to ten percent
016181,audio,decrease the volume to ten percent
016182,audio,not use
016183,audio,turn on silent mode until my alarm goes off
016184,audio,turn on silent mode until my alarm goes off
016185,audio,hey turn the volume high
016186,audio,hey turn the volume high
016187,audio,hey turn the volume high
016188,audio,hey turn the volume high
016189,audio,hey turn the volume high
016190,audio,hey turn the volume high
016191,audio,hey turn the volume high
016192,audio,hey turn the volume high
016193,audio,activate silent
016194,audio,please pause yourself
016195,audio,please pause yourself
016196,audio,please pause yourself
016197,audio,turn up your volume
016198,audio,turn up your volume
016199,audio,enter silence mode
016200,audio,please be silent
016201,audio,please be silent
016202,audio,please increase the volume
016203,audio,be quiet
016204,audio,be quiet
016205,audio,be quiet
016206,audio,be quiet
016207,audio,be quiet
016208,audio,be quiet
016209,audio,be quiet
016210,audio,improve volume clarity
016211,audio,improve volume clarity
016212,audio,improve volume clarity
016213,audio,improve volume clarity
016214,audio,rise volume
016215,audio,rise volume
016216,audio,volume control
016217,audio,volume control
016218,audio,volume control
016219,audio,volume control
016220,audio,volume control
016221,audio,volume control
016222,audio,i can't hear you can you say it again louder
016223,audio,i can't hear you can you say it again louder
016224,audio,i can't hear you can you say it again louder
016225,audio,turn off audio
016226,audio,turn off audio
016227,audio,turn off audio
016228,audio,turn off audio
016229,audio,turn_down speakers
016230,audio,turn_down speakers
016231,audio,turn_down speakers
016232,audio,lower my music player volume by fifty percent of its current level
016233,audio,lower my music player volume by fifty percent of its current level
016234,audio,raise your volume
016235,audio,i need you to have the volume louder
016236,audio,i need you to have the volume louder
016237,audio,i need you to have the volume louder
016238,audio,i need you to have the volume louder
016239,audio,set music system to mute
016240,audio,set music system to mute
016241,audio,set music system to mute
016242,audio,set music system to mute
016243,audio,please turn down the volume
016244,audio,please turn down the volume
016245,audio,please turn down the volume
016246,audio,please turn down the volume
016247,audio,please turn down the volume
016248,audio,loudly
016249,audio,loudly
016250,audio,loudly
016251,audio,loudly
016252,audio,loudly
016253,audio,turn speaker volume down
016254,audio,turn speaker volume down
016255,audio,turn speaker volume down
016256,audio,turn speaker volume down
016257,audio,turn speaker volume down
016258,audio,set the music volume to ninety
016259,audio,set the music volume to ninety
016260,audio,set the music volume to ninety
016261,audio,set the music volume to ninety
016262,audio,set the music volume to ninety
016263,audio,set the music volume to ninety
016264,audio,get yourself muted
016265,audio,get yourself muted
016266,audio,get yourself muted
016267,audio,get yourself muted
016268,audio,stop playing
016269,audio,stop playing
016270,audio,stop playing
016271,audio,stop playing
016272,audio,stop playing
016273,audio,stop playing
016274,audio,please increase volume in music player
016275,audio,please increase volume in music player
016276,audio,please increase volume in music player
016277,audio,adjust media volume up
016278,audio,adjust media volume up
016279,audio,adjust media volume up
016280,audio,adjust media volume up
016281,audio,turn the speakers down to five percent
016282,audio,turn the speakers down to five percent
016283,audio,turn the speakers down to five percent
016284,audio,turn the speakers down to five percent
016285,audio,turn the speakers down to five percent
016286,audio,louder please
016287,audio,louder please
016288,audio,louder please
016289,audio,louder please
016290,audio,louder please
016291,audio,louder please
016292,audio,louder please
016293,audio,please speak loud
016294,audio,turn up music please
016295,audio,turn up music please
016296,audio,turn up music please
016297,audio,can you place the sound on mute
016298,audio,can you place the sound on mute
016299,audio,can you place the sound on mute
016300,audio,can you place the sound on mute
016301,audio,can you place the sound on mute
016302,audio,bring back talking after
016303,audio,stop it
016304,audio,stop it
016305,audio,turn off the bass from the audio
016306,audio,please mute the speakers
016307,audio,louder
016308,audio,louder
016309,audio,louder
016310,audio,louder
016311,audio,louder
016312,audio,louder
016313,audio,louder
016314,audio,louder
016315,audio,louder
016316,audio,louder
016317,audio,louder
016318,audio,louder
016319,audio,louder
016320,audio,louder
016321,audio,louder
016322,audio,louder
016323,audio,louder
016324,audio,change the volume of the speakers
016325,audio,change the volume of the speakers
016326,audio,down the speaker volume at the end of level
016327,audio,down the speaker volume at the end of level
016328,audio,down the speaker volume at the end of level
016329,audio,down the speaker volume at the end of level
016330,audio,down the speaker volume at the end of level
016331,audio,increase volume
016332,audio,increase volume
016333,audio,increase volume
016334,audio,increase volume
016335,audio,increase volume
016336,audio,increase volume
016337,audio,increase volume
016338,audio,increase volume
016339,audio,increase volume
016340,audio,increase volume
016341,audio,increase volume
016342,audio,increase volume
016343,audio,increase volume
016344,audio,increase volume
016345,audio,increase volume
016346,audio,increase volume
016347,audio,increase the volume
016348,audio,increase the volume
016349,audio,increase the volume
016350,audio,increase the volume
016351,audio,increase the volume
016352,audio,increase the volume
016353,audio,increase the volume
016354,audio,increase the volume
016355,audio,increase the volume
016356,audio,increase the volume
016357,audio,increase the volume
016358,audio,increase the volume
016359,audio,increase the volume
016360,audio,increase the volume
016361,audio,increase the volume
016362,audio,pause for ten seconds
016363,audio,pause for ten seconds
016364,audio,pause for ten seconds
016365,audio,pause for ten seconds
016366,audio,pause for ten seconds
016367,audio,pause for ten seconds
016368,audio,pause for ten seconds
016369,audio,pause for ten seconds
016370,audio,pause for ten seconds
016371,audio,more volume please
016372,audio,more volume please
016373,audio,more volume please
016374,audio,more volume please
016375,audio,more volume please
016376,audio,increase the volume of the left speaker by ten
016377,audio,you're too loud
016378,audio,you're too loud
016379,audio,you're too loud
016380,audio,mute volume now
016381,audio,mute volume now
016382,audio,mute volume now
016383,audio,mute volume now
016384,audio,mute volume now
016385,audio,please talk softer
016386,audio,please talk softer
016387,audio,please speak up
016388,audio,please speak up
016389,audio,please speak up
016390,audio,please speak up
016391,audio,please speak up
016392,audio,it's really loud can you please turn the music down
016393,audio,it's really loud can you please turn the music down
016394,audio,it's really loud can you please turn the music down
016395,audio,made media volume louder
016396,audio,i need you to be quiet until tomorrow
016397,audio,increase the volume so that i can hear it in other room
016398,audio,increase the volume so that i can hear it in other room
016399,audio,lower speaker volume
016400,audio,lower speaker volume
016401,audio,lower speaker volume
016402,audio,lower speaker volume
016403,audio,lower speaker volume
016404,audio,lower speaker volume
016405,audio,lower speaker volume
016406,audio,lower speaker volume
016407,audio,lower speaker volume
016408,audio,lower speaker volume
016409,audio,lower speaker volume
016410,audio,lower speaker volume
016411,audio,lower speaker volume
016412,audio,lower speaker volume
016413,audio,mute sound
016414,audio,set to mute
016415,audio,set to mute
016416,audio,make the volume lower
016417,audio,make the volume lower
016418,audio,make the volume lower
016419,audio,make the volume lower
016420,audio,can you speak quieter please
016421,audio,can you speak quieter please
016422,audio,can you speak quieter please
016423,audio,can you speak quieter please
016424,audio,please adjust the speakers to a lower more comfortable level
016425,audio,please adjust the speakers to a lower more comfortable level
016426,audio,turn it up
016427,audio,turn it up
016428,audio,turn it up
016429,audio,turn it up
016430,audio,turn it up
016431,audio,turn it up
016432,audio,change the audio settings
016433,audio,set volume to zero
016434,audio,set volume to zero
016435,audio,set volume to zero
016436,audio,set volume to zero
016437,audio,set volume to zero
016438,audio,i'm in a meeting please do not speak
016439,audio,i'm in a meeting please do not speak
016440,audio,i'm in a meeting please do not speak
